統計年度,按照別,區域別,生母年齡,出生身分,嬰兒出生數
112,按發生日期分,臺南市安定區,45～49歲,婚生,1
112,按發生日期分,臺南市安定區,45～49歲,遺腹子,0
112,按發生日期分,臺南市安定區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市安定區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市安定區,45～49歲,無依兒童,0
112,按發生日期分,臺南市安定區,50歲以上,婚生,0
112,按發生日期分,臺南市安定區,50歲以上,遺腹子,0
112,按發生日期分,臺南市安定區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市安定區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市安定區,50歲以上,無依兒童,0
112,按發生日期分,臺南市山上區,未滿15歲,婚生,0
112,按發生日期分,臺南市山上區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市山上區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市山上區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市山上區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市山上區,15～19歲,婚生,2
112,按發生日期分,臺南市山上區,15～19歲,遺腹子,0
112,按發生日期分,臺南市山上區,15～19歲,非婚生已認領,0
112,按發生日期分,臺南市山上區,15～19歲,非婚生未認領,0
112,按發生日期分,臺南市山上區,15～19歲,無依兒童,0
112,按發生日期分,臺南市山上區,20～24歲,婚生,4
112,按發生日期分,臺南市山上區,20～24歲,遺腹子,0
112,按發生日期分,臺南市山上區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市山上區,20～24歲,非婚生未認領,0
112,按發生日期分,臺南市山上區,20～24歲,無依兒童,0
112,按發生日期分,臺南市山上區,25～29歲,婚生,11
112,按發生日期分,臺南市山上區,25～29歲,遺腹子,0
112,按發生日期分,臺南市山上區,25～29歲,非婚生已認領,1
112,按發生日期分,臺南市山上區,25～29歲,非婚生未認領,0
112,按發生日期分,臺南市山上區,25～29歲,無依兒童,0
112,按發生日期分,臺南市山上區,30～34歲,婚生,12
112,按發生日期分,臺南市山上區,30～34歲,遺腹子,0
112,按發生日期分,臺南市山上區,30～34歲,非婚生已認領,0
112,按發生日期分,臺南市山上區,30～34歲,非婚生未認領,0
112,按發生日期分,臺南市山上區,30～34歲,無依兒童,0
112,按發生日期分,臺南市山上區,35～39歲,婚生,9
112,按發生日期分,臺南市山上區,35～39歲,遺腹子,0
112,按發生日期分,臺南市山上區,35～39歲,非婚生已認領,0
112,按發生日期分,臺南市山上區,35～39歲,非婚生未認領,0
112,按發生日期分,臺南市山上區,35～39歲,無依兒童,0
112,按發生日期分,臺南市山上區,40～44歲,婚生,2
112,按發生日期分,臺南市山上區,40～44歲,遺腹子,0
112,按發生日期分,臺南市山上區,40～44歲,非婚生已認領,0
112,按發生日期分,臺南市山上區,40～44歲,非婚生未認領,1
112,按發生日期分,臺南市山上區,40～44歲,無依兒童,0
112,按發生日期分,臺南市山上區,45～49歲,婚生,0
112,按發生日期分,臺南市山上區,45～49歲,遺腹子,0
112,按發生日期分,臺南市山上區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市山上區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市山上區,45～49歲,無依兒童,0
112,按發生日期分,臺南市山上區,50歲以上,婚生,0
112,按發生日期分,臺南市山上區,50歲以上,遺腹子,0
112,按發生日期分,臺南市山上區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市山上區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市山上區,50歲以上,無依兒童,0
112,按發生日期分,臺南市玉井區,未滿15歲,婚生,0
112,按發生日期分,臺南市玉井區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市玉井區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市玉井區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市玉井區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市玉井區,15～19歲,婚生,2
112,按發生日期分,臺南市玉井區,15～19歲,遺腹子,0
112,按發生日期分,臺南市玉井區,15～19歲,非婚生已認領,0
112,按發生日期分,臺南市玉井區,15～19歲,非婚生未認領,0
112,按發生日期分,臺南市玉井區,15～19歲,無依兒童,0
112,按發生日期分,臺南市玉井區,20～24歲,婚生,8
112,按發生日期分,臺南市玉井區,20～24歲,遺腹子,0
112,按發生日期分,臺南市玉井區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市玉井區,20～24歲,非婚生未認領,1
112,按發生日期分,臺南市玉井區,20～24歲,無依兒童,0
112,按發生日期分,臺南市玉井區,25～29歲,婚生,11
112,按發生日期分,臺南市玉井區,25～29歲,遺腹子,0
112,按發生日期分,臺南市玉井區,25～29歲,非婚生已認領,0
112,按發生日期分,臺南市玉井區,25～29歲,非婚生未認領,1
112,按發生日期分,臺南市玉井區,25～29歲,無依兒童,0
112,按發生日期分,臺南市玉井區,30～34歲,婚生,15
112,按發生日期分,臺南市玉井區,30～34歲,遺腹子,0
112,按發生日期分,臺南市玉井區,30～34歲,非婚生已認領,0
112,按發生日期分,臺南市玉井區,30～34歲,非婚生未認領,0
112,按發生日期分,臺南市玉井區,30～34歲,無依兒童,0
112,按發生日期分,臺南市玉井區,35～39歲,婚生,10
112,按發生日期分,臺南市玉井區,35～39歲,遺腹子,0
112,按發生日期分,臺南市玉井區,35～39歲,非婚生已認領,0
112,按發生日期分,臺南市玉井區,35～39歲,非婚生未認領,1
112,按發生日期分,臺南市玉井區,35～39歲,無依兒童,0
112,按發生日期分,臺南市玉井區,40～44歲,婚生,3
112,按發生日期分,臺南市玉井區,40～44歲,遺腹子,0
112,按發生日期分,臺南市玉井區,40～44歲,非婚生已認領,0
112,按發生日期分,臺南市玉井區,40～44歲,非婚生未認領,0
112,按發生日期分,臺南市玉井區,40～44歲,無依兒童,0
112,按發生日期分,臺南市玉井區,45～49歲,婚生,1
112,按發生日期分,臺南市玉井區,45～49歲,遺腹子,0
112,按發生日期分,臺南市玉井區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市玉井區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市玉井區,45～49歲,無依兒童,0
112,按發生日期分,臺南市玉井區,50歲以上,婚生,0
112,按發生日期分,臺南市玉井區,50歲以上,遺腹子,0
112,按發生日期分,臺南市玉井區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市玉井區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市玉井區,50歲以上,無依兒童,0
112,按發生日期分,臺南市楠西區,未滿15歲,婚生,0
112,按發生日期分,臺南市楠西區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市楠西區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市楠西區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市楠西區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市楠西區,15～19歲,婚生,0
112,按發生日期分,臺南市楠西區,15～19歲,遺腹子,0
112,按發生日期分,臺南市楠西區,15～19歲,非婚生已認領,0
112,按發生日期分,臺南市楠西區,15～19歲,非婚生未認領,0
112,按發生日期分,臺南市楠西區,15～19歲,無依兒童,0
112,按發生日期分,臺南市楠西區,20～24歲,婚生,7
112,按發生日期分,臺南市楠西區,20～24歲,遺腹子,0
112,按發生日期分,臺南市楠西區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市楠西區,20～24歲,非婚生未認領,0
112,按發生日期分,臺南市楠西區,20～24歲,無依兒童,0
112,按發生日期分,臺南市楠西區,25～29歲,婚生,5
112,按發生日期分,臺南市楠西區,25～29歲,遺腹子,0
112,按發生日期分,臺南市楠西區,25～29歲,非婚生已認領,0
112,按發生日期分,臺南市楠西區,25～29歲,非婚生未認領,1
112,按發生日期分,臺南市楠西區,25～29歲,無依兒童,0
112,按發生日期分,臺南市楠西區,30～34歲,婚生,8
112,按發生日期分,臺南市楠西區,30～34歲,遺腹子,0
112,按發生日期分,臺南市楠西區,30～34歲,非婚生已認領,0
112,按發生日期分,臺南市楠西區,30～34歲,非婚生未認領,0
112,按發生日期分,臺南市楠西區,30～34歲,無依兒童,0
112,按發生日期分,臺南市楠西區,35～39歲,婚生,10
112,按發生日期分,臺南市楠西區,35～39歲,遺腹子,0
112,按發生日期分,臺南市楠西區,35～39歲,非婚生已認領,0
112,按發生日期分,臺南市楠西區,35～39歲,非婚生未認領,0
112,按發生日期分,臺南市楠西區,35～39歲,無依兒童,0
112,按發生日期分,臺南市楠西區,40～44歲,婚生,1
112,按發生日期分,臺南市楠西區,40～44歲,遺腹子,0
112,按發生日期分,臺南市楠西區,40～44歲,非婚生已認領,0
112,按發生日期分,臺南市楠西區,40～44歲,非婚生未認領,0
112,按發生日期分,臺南市楠西區,40～44歲,無依兒童,0
112,按發生日期分,臺南市楠西區,45～49歲,婚生,0
112,按發生日期分,臺南市楠西區,45～49歲,遺腹子,0
112,按發生日期分,臺南市楠西區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市楠西區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市楠西區,45～49歲,無依兒童,0
112,按發生日期分,臺南市楠西區,50歲以上,婚生,0
112,按發生日期分,臺南市楠西區,50歲以上,遺腹子,0
112,按發生日期分,臺南市楠西區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市楠西區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市楠西區,50歲以上,無依兒童,0
112,按發生日期分,臺南市南化區,未滿15歲,婚生,0
112,按發生日期分,臺南市南化區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市南化區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市南化區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市南化區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市南化區,15～19歲,婚生,0
112,按發生日期分,臺南市南化區,15～19歲,遺腹子,0
112,按發生日期分,臺南市南化區,15～19歲,非婚生已認領,0
112,按發生日期分,臺南市南化區,15～19歲,非婚生未認領,0
112,按發生日期分,臺南市南化區,15～19歲,無依兒童,0
112,按發生日期分,臺南市南化區,20～24歲,婚生,7
112,按發生日期分,臺南市南化區,20～24歲,遺腹子,0
112,按發生日期分,臺南市南化區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市南化區,20～24歲,非婚生未認領,0
112,按發生日期分,臺南市南化區,20～24歲,無依兒童,0
112,按發生日期分,臺南市南化區,25～29歲,婚生,8
112,按發生日期分,臺南市南化區,25～29歲,遺腹子,0
112,按發生日期分,臺南市南化區,25～29歲,非婚生已認領,0
112,按發生日期分,臺南市南化區,25～29歲,非婚生未認領,0
112,按發生日期分,臺南市南化區,25～29歲,無依兒童,0
112,按發生日期分,臺南市南化區,30～34歲,婚生,11
112,按發生日期分,臺南市南化區,30～34歲,遺腹子,0
112,按發生日期分,臺南市南化區,30～34歲,非婚生已認領,0
112,按發生日期分,臺南市南化區,30～34歲,非婚生未認領,0
112,按發生日期分,臺南市南化區,30～34歲,無依兒童,0
112,按發生日期分,臺南市南化區,35～39歲,婚生,7
112,按發生日期分,臺南市南化區,35～39歲,遺腹子,0
112,按發生日期分,臺南市南化區,35～39歲,非婚生已認領,0
112,按發生日期分,臺南市南化區,35～39歲,非婚生未認領,0
112,按發生日期分,臺南市南化區,35～39歲,無依兒童,0
112,按發生日期分,臺南市南化區,40～44歲,婚生,5
112,按發生日期分,臺南市南化區,40～44歲,遺腹子,0
112,按發生日期分,臺南市南化區,40～44歲,非婚生已認領,0
112,按發生日期分,臺南市南化區,40～44歲,非婚生未認領,0
112,按發生日期分,臺南市南化區,40～44歲,無依兒童,0
112,按發生日期分,臺南市南化區,45～49歲,婚生,0
112,按發生日期分,臺南市南化區,45～49歲,遺腹子,0
112,按發生日期分,臺南市南化區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市南化區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市南化區,45～49歲,無依兒童,0
112,按發生日期分,臺南市南化區,50歲以上,婚生,0
112,按發生日期分,臺南市南化區,50歲以上,遺腹子,0
112,按發生日期分,臺南市南化區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市南化區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市南化區,50歲以上,無依兒童,0
112,按發生日期分,臺南市左鎮區,未滿15歲,婚生,0
112,按發生日期分,臺南市左鎮區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市左鎮區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市左鎮區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市左鎮區,15～19歲,婚生,1
112,按發生日期分,臺南市左鎮區,15～19歲,遺腹子,0
112,按發生日期分,臺南市左鎮區,15～19歲,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,15～19歲,非婚生未認領,1
112,按發生日期分,臺南市左鎮區,15～19歲,無依兒童,0
112,按發生日期分,臺南市左鎮區,20～24歲,婚生,1
112,按發生日期分,臺南市左鎮區,20～24歲,遺腹子,0
112,按發生日期分,臺南市左鎮區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,20～24歲,非婚生未認領,0
112,按發生日期分,臺南市左鎮區,20～24歲,無依兒童,0
112,按發生日期分,臺南市左鎮區,25～29歲,婚生,4
112,按發生日期分,臺南市左鎮區,25～29歲,遺腹子,0
112,按發生日期分,臺南市左鎮區,25～29歲,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,25～29歲,非婚生未認領,0
112,按發生日期分,臺南市左鎮區,25～29歲,無依兒童,0
112,按發生日期分,臺南市左鎮區,30～34歲,婚生,2
112,按發生日期分,臺南市左鎮區,30～34歲,遺腹子,0
112,按發生日期分,臺南市左鎮區,30～34歲,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,30～34歲,非婚生未認領,0
112,按發生日期分,臺南市左鎮區,30～34歲,無依兒童,0
112,按發生日期分,臺南市左鎮區,35～39歲,婚生,1
112,按發生日期分,臺南市左鎮區,35～39歲,遺腹子,0
112,按發生日期分,臺南市左鎮區,35～39歲,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,35～39歲,非婚生未認領,0
112,按發生日期分,臺南市左鎮區,35～39歲,無依兒童,0
112,按發生日期分,臺南市左鎮區,40～44歲,婚生,0
112,按發生日期分,臺南市左鎮區,40～44歲,遺腹子,0
112,按發生日期分,臺南市左鎮區,40～44歲,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,40～44歲,非婚生未認領,0
112,按發生日期分,臺南市左鎮區,40～44歲,無依兒童,0
112,按發生日期分,臺南市左鎮區,45～49歲,婚生,0
112,按發生日期分,臺南市左鎮區,45～49歲,遺腹子,0
112,按發生日期分,臺南市左鎮區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市左鎮區,45～49歲,無依兒童,0
112,按發生日期分,臺南市左鎮區,50歲以上,婚生,0
112,按發生日期分,臺南市左鎮區,50歲以上,遺腹子,0
112,按發生日期分,臺南市左鎮區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市左鎮區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市左鎮區,50歲以上,無依兒童,0
112,按發生日期分,臺南市仁德區,未滿15歲,婚生,0
112,按發生日期分,臺南市仁德區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市仁德區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市仁德區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市仁德區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市仁德區,15～19歲,婚生,1
112,按發生日期分,臺南市仁德區,15～19歲,遺腹子,0
112,按發生日期分,臺南市仁德區,15～19歲,非婚生已認領,1
112,按發生日期分,臺南市仁德區,15～19歲,非婚生未認領,2
112,按發生日期分,臺南市仁德區,15～19歲,無依兒童,0
112,按發生日期分,臺南市仁德區,20～24歲,婚生,29
112,按發生日期分,臺南市仁德區,20～24歲,遺腹子,0
112,按發生日期分,臺南市仁德區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市仁德區,20～24歲,非婚生未認領,1
112,按發生日期分,臺南市仁德區,20～24歲,無依兒童,0
112,按發生日期分,臺南市仁德區,25～29歲,婚生,95
112,按發生日期分,臺南市仁德區,25～29歲,遺腹子,0
112,按發生日期分,臺南市仁德區,25～29歲,非婚生已認領,1
112,按發生日期分,臺南市仁德區,25～29歲,非婚生未認領,1
112,按發生日期分,臺南市仁德區,25～29歲,無依兒童,0
112,按發生日期分,臺南市仁德區,30～34歲,婚生,144
112,按發生日期分,臺南市仁德區,30～34歲,遺腹子,0
112,按發生日期分,臺南市仁德區,30～34歲,非婚生已認領,1
112,按發生日期分,臺南市仁德區,30～34歲,非婚生未認領,3
112,按發生日期分,臺南市仁德區,30～34歲,無依兒童,0
112,按發生日期分,臺南市仁德區,35～39歲,婚生,107
112,按發生日期分,臺南市仁德區,35～39歲,遺腹子,0
112,按發生日期分,臺南市仁德區,35～39歲,非婚生已認領,1
112,按發生日期分,臺南市仁德區,35～39歲,非婚生未認領,4
112,按發生日期分,臺南市仁德區,35～39歲,無依兒童,0
112,按發生日期分,臺南市仁德區,40～44歲,婚生,15
112,按發生日期分,臺南市仁德區,40～44歲,遺腹子,0
112,按發生日期分,臺南市仁德區,40～44歲,非婚生已認領,0
112,按發生日期分,臺南市仁德區,40～44歲,非婚生未認領,0
112,按發生日期分,臺南市仁德區,40～44歲,無依兒童,0
112,按發生日期分,臺南市仁德區,45～49歲,婚生,1
112,按發生日期分,臺南市仁德區,45～49歲,遺腹子,0
112,按發生日期分,臺南市仁德區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市仁德區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市仁德區,45～49歲,無依兒童,0
112,按發生日期分,臺南市仁德區,50歲以上,婚生,0
112,按發生日期分,臺南市仁德區,50歲以上,遺腹子,0
112,按發生日期分,臺南市仁德區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市仁德區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市仁德區,50歲以上,無依兒童,0
112,按發生日期分,臺南市歸仁區,未滿15歲,婚生,0
112,按發生日期分,臺南市歸仁區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市歸仁區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市歸仁區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市歸仁區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市歸仁區,15～19歲,婚生,2
112,按發生日期分,臺南市歸仁區,15～19歲,遺腹子,0
112,按發生日期分,臺南市歸仁區,15～19歲,非婚生已認領,2
112,按發生日期分,臺南市歸仁區,15～19歲,非婚生未認領,1
112,按發生日期分,臺南市歸仁區,15～19歲,無依兒童,0
112,按發生日期分,臺南市歸仁區,20～24歲,婚生,26
112,按發生日期分,臺南市歸仁區,20～24歲,遺腹子,0
112,按發生日期分,臺南市歸仁區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市歸仁區,20～24歲,非婚生未認領,0
112,按發生日期分,臺南市歸仁區,20～24歲,無依兒童,0
112,按發生日期分,臺南市歸仁區,25～29歲,婚生,106
112,按發生日期分,臺南市歸仁區,25～29歲,遺腹子,0
112,按發生日期分,臺南市歸仁區,25～29歲,非婚生已認領,0
112,按發生日期分,臺南市歸仁區,25～29歲,非婚生未認領,0
112,按發生日期分,臺南市歸仁區,25～29歲,無依兒童,0
112,按發生日期分,臺南市歸仁區,30～34歲,婚生,147
112,按發生日期分,臺南市歸仁區,30～34歲,遺腹子,0
112,按發生日期分,臺南市歸仁區,30～34歲,非婚生已認領,0
112,按發生日期分,臺南市歸仁區,30～34歲,非婚生未認領,1
112,按發生日期分,臺南市歸仁區,30～34歲,無依兒童,0
112,按發生日期分,臺南市歸仁區,35～39歲,婚生,87
112,按發生日期分,臺南市歸仁區,35～39歲,遺腹子,0
112,按發生日期分,臺南市歸仁區,35～39歲,非婚生已認領,2
112,按發生日期分,臺南市歸仁區,35～39歲,非婚生未認領,0
112,按發生日期分,臺南市歸仁區,35～39歲,無依兒童,0
112,按發生日期分,臺南市歸仁區,40～44歲,婚生,17
112,按發生日期分,臺南市歸仁區,40～44歲,遺腹子,0
112,按發生日期分,臺南市歸仁區,40～44歲,非婚生已認領,1
112,按發生日期分,臺南市歸仁區,40～44歲,非婚生未認領,2
112,按發生日期分,臺南市歸仁區,40～44歲,無依兒童,0
112,按發生日期分,臺南市歸仁區,45～49歲,婚生,1
112,按發生日期分,臺南市歸仁區,45～49歲,遺腹子,0
112,按發生日期分,臺南市歸仁區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市歸仁區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市歸仁區,45～49歲,無依兒童,0
112,按發生日期分,臺南市歸仁區,50歲以上,婚生,0
112,按發生日期分,臺南市歸仁區,50歲以上,遺腹子,0
112,按發生日期分,臺南市歸仁區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市歸仁區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市歸仁區,50歲以上,無依兒童,0
112,按發生日期分,臺南市關廟區,未滿15歲,婚生,0
112,按發生日期分,臺南市關廟區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市關廟區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市關廟區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市關廟區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市關廟區,15～19歲,婚生,0
112,按發生日期分,臺南市關廟區,15～19歲,遺腹子,0
112,按發生日期分,臺南市關廟區,15～19歲,非婚生已認領,1
112,按發生日期分,臺南市關廟區,15～19歲,非婚生未認領,0
112,按發生日期分,臺南市關廟區,15～19歲,無依兒童,0
112,按發生日期分,臺南市關廟區,20～24歲,婚生,13
112,按發生日期分,臺南市關廟區,20～24歲,遺腹子,0
112,按發生日期分,臺南市關廟區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市關廟區,20～24歲,非婚生未認領,1
112,按發生日期分,臺南市關廟區,20～24歲,無依兒童,0
112,按發生日期分,臺南市關廟區,25～29歲,婚生,30
112,按發生日期分,臺南市關廟區,25～29歲,遺腹子,0
112,按發生日期分,臺南市關廟區,25～29歲,非婚生已認領,0
112,按發生日期分,臺南市關廟區,25～29歲,非婚生未認領,0
112,按發生日期分,臺南市關廟區,25～29歲,無依兒童,0
112,按發生日期分,臺南市關廟區,30～34歲,婚生,56
112,按發生日期分,臺南市關廟區,30～34歲,遺腹子,0
112,按發生日期分,臺南市關廟區,30～34歲,非婚生已認領,0
112,按發生日期分,臺南市關廟區,30～34歲,非婚生未認領,1
112,按發生日期分,臺南市關廟區,30～34歲,無依兒童,0
112,按發生日期分,臺南市關廟區,35～39歲,婚生,32
112,按發生日期分,臺南市關廟區,35～39歲,遺腹子,0
112,按發生日期分,臺南市關廟區,35～39歲,非婚生已認領,1
112,按發生日期分,臺南市關廟區,35～39歲,非婚生未認領,1
112,按發生日期分,臺南市關廟區,35～39歲,無依兒童,0
112,按發生日期分,臺南市關廟區,40～44歲,婚生,11
112,按發生日期分,臺南市關廟區,40～44歲,遺腹子,0
112,按發生日期分,臺南市關廟區,40～44歲,非婚生已認領,1
112,按發生日期分,臺南市關廟區,40～44歲,非婚生未認領,0
112,按發生日期分,臺南市關廟區,40～44歲,無依兒童,0
112,按發生日期分,臺南市關廟區,45～49歲,婚生,1
112,按發生日期分,臺南市關廟區,45～49歲,遺腹子,0
112,按發生日期分,臺南市關廟區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市關廟區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市關廟區,45～49歲,無依兒童,0
112,按發生日期分,臺南市關廟區,50歲以上,婚生,0
112,按發生日期分,臺南市關廟區,50歲以上,遺腹子,0
112,按發生日期分,臺南市關廟區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市關廟區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市關廟區,50歲以上,無依兒童,0
112,按發生日期分,臺南市龍崎區,未滿15歲,婚生,0
112,按發生日期分,臺南市龍崎區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市龍崎區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市龍崎區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市龍崎區,15～19歲,婚生,0
112,按發生日期分,臺南市龍崎區,15～19歲,遺腹子,0
112,按發生日期分,臺南市龍崎區,15～19歲,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,15～19歲,非婚生未認領,0
112,按發生日期分,臺南市龍崎區,15～19歲,無依兒童,0
112,按發生日期分,臺南市龍崎區,20～24歲,婚生,2
112,按發生日期分,臺南市龍崎區,20～24歲,遺腹子,0
112,按發生日期分,臺南市龍崎區,20～24歲,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,20～24歲,非婚生未認領,1
112,按發生日期分,臺南市龍崎區,20～24歲,無依兒童,0
112,按發生日期分,臺南市龍崎區,25～29歲,婚生,2
112,按發生日期分,臺南市龍崎區,25～29歲,遺腹子,0
112,按發生日期分,臺南市龍崎區,25～29歲,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,25～29歲,非婚生未認領,0
112,按發生日期分,臺南市龍崎區,25～29歲,無依兒童,0
112,按發生日期分,臺南市龍崎區,30～34歲,婚生,1
112,按發生日期分,臺南市龍崎區,30～34歲,遺腹子,0
112,按發生日期分,臺南市龍崎區,30～34歲,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,30～34歲,非婚生未認領,0
112,按發生日期分,臺南市龍崎區,30～34歲,無依兒童,0
112,按發生日期分,臺南市龍崎區,35～39歲,婚生,0
112,按發生日期分,臺南市龍崎區,35～39歲,遺腹子,0
112,按發生日期分,臺南市龍崎區,35～39歲,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,35～39歲,非婚生未認領,0
112,按發生日期分,臺南市龍崎區,35～39歲,無依兒童,0
112,按發生日期分,臺南市龍崎區,40～44歲,婚生,0
112,按發生日期分,臺南市龍崎區,40～44歲,遺腹子,0
112,按發生日期分,臺南市龍崎區,40～44歲,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,40～44歲,非婚生未認領,0
112,按發生日期分,臺南市龍崎區,40～44歲,無依兒童,0
112,按發生日期分,臺南市龍崎區,45～49歲,婚生,0
112,按發生日期分,臺南市龍崎區,45～49歲,遺腹子,0
112,按發生日期分,臺南市龍崎區,45～49歲,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,45～49歲,非婚生未認領,0
112,按發生日期分,臺南市龍崎區,45～49歲,無依兒童,0
112,按發生日期分,臺南市龍崎區,50歲以上,婚生,0
112,按發生日期分,臺南市龍崎區,50歲以上,遺腹子,0
112,按發生日期分,臺南市龍崎區,50歲以上,非婚生已認領,0
112,按發生日期分,臺南市龍崎區,50歲以上,非婚生未認領,0
112,按發生日期分,臺南市龍崎區,50歲以上,無依兒童,0
112,按發生日期分,臺南市永康區,未滿15歲,婚生,0
112,按發生日期分,臺南市永康區,未滿15歲,遺腹子,0
112,按發生日期分,臺南市永康區,未滿15歲,非婚生已認領,0
112,按發生日期分,臺南市永康區,未滿15歲,非婚生未認領,0
112,按發生日期分,臺南市永康區,未滿15歲,無依兒童,0
112,按發生日期分,臺南市永康區,15～19歲,婚生,9
112,按發生日期分,臺南市永康區,15～19歲,遺腹子,0
112,按發生日期分,臺南市永康區,15～19歲,非婚生已認領,1
112,按發生日期分,臺南市永康區,15～19歲,非婚生未認領,3
112,按發生日期分,臺南市永康區,15～19歲,無依兒童,0
112,按發生日期分,臺南市永康區,20～24歲,婚生,75
112,按發生日期分,臺南市永康區,20～24歲,遺腹子,0
112,按發生日期分,臺南市永康區,20～24歲,非婚生已認領,2
